User-ID;No-Of-Ratings;Age
236731;1;63.0
236734;1;42.0
236737;1;34.0
236739;1;17.0
236740;1;60.0
236743;1;18.0
236745;1;17.0
236755;1;34.0
236759;1;34.0
236762;1;58.0
236769;1;46.0
236774;1;20.0
236778;1;34.0
236781;1;34.0
236782;1;75.0
236785;1;29.0
236788;1;22.0
236793;1;34.0
236796;1;36.0
236797;1;50.0
236798;1;48.0
236800;1;34.0
236803;1;53.0
236804;1;34.0
236805;1;24.0
236806;1;36.0
236814;1;34.0
236817;1;34.0
236818;1;34.0
236820;1;42.0
236822;1;29.0
236826;1;48.0
236828;1;32.0
236831;1;34.0
236834;1;34.0
236835;1;57.0
236837;1;34.0
236841;1;34.0
236847;1;34.0
236849;1;34.0
236858;1;18.0
236861;1;34.0
236869;1;34.0
236870;1;46.0
236871;1;43.0
236879;1;59.0
236881;1;54.0
236884;1;15.0
236893;1;49.0
236895;1;34.0
236896;1;45.0
236901;1;34.0
236902;1;34.0
236907;1;34.0
236908;1;34.0
236909;1;45.0
236910;1;32.0
236914;1;34.0
236917;1;34.0
236918;1;43.0
236936;1;34.0
236938;1;34.0
236942;1;23.0
236944;1;43.0
236965;1;55.0
236973;1;34.0
236976;1;34.0
236982;1;34.0
236984;1;36.0
236992;1;28.0
236996;1;20.0
237004;1;34.0
237005;1;17.0
237006;1;14.0
237008;1;39.0
237026;1;37.0
237033;1;34.0
237035;1;34.0
237036;1;34.0
237040;1;34.0
237050;1;34.0
237058;1;34.0
237065;1;31.0
237073;1;42.0
237077;1;34.0
237078;1;65.0
237083;1;30.0
237087;1;29.0
237089;1;34.0
237090;1;15.0
237094;1;30.0
237103;1;51.0
237104;1;34.0
237112;1;31.0
237115;1;34.0
237117;1;34.0
237121;1;45.0
237122;1;13.0
237123;1;20.0
237124;1;40.0
237126;1;34.0
237129;1;25.0
237144;1;34.0
237153;1;34.0
237157;1;18.0
237158;1;39.0
237159;1;27.0
237167;1;29.0
237171;1;34.0
237172;1;45.0
237187;1;31.0
237189;1;34.0
237200;1;34.0
237208;1;34.0
237213;1;34.0
237215;1;34.0
237218;1;32.0
237220;1;19.0
237221;1;17.0
237222;1;34.0
237225;1;34.0
237231;1;45.0
237234;1;34.0
237235;1;34.0
237236;1;17.0
237239;1;34.0
237246;1;32.0
237247;1;34.0
237254;1;33.0
237265;1;27.0
237272;1;34.0
237273;1;34.0
237274;1;34.0
237276;1;34.0
237278;1;52.0
237279;1;34.0
237281;1;34.0
237286;1;34.0
237288;1;60.0
237289;1;34.0
237290;1;14.0
237292;1;29.0
237293;1;34.0
237295;1;34.0
237301;1;40.0
237306;1;42.0
237309;1;34.0
237311;1;19.0
237319;1;27.0
237320;1;65.0
237321;1;34.0
237330;1;41.0
237331;1;34.0
237336;1;34.0
237337;1;34.0
237339;1;36.0
237341;1;34.0
237347;1;34.0
237350;1;33.0
237351;1;34.0
237354;1;55.0
237355;1;63.0
237371;1;22.0
237373;1;34.0
237374;1;34.0
237375;1;14.0
237376;1;19.0
237378;1;16.0
237399;1;34.0
237409;1;28.0
237412;1;34.0
237421;1;34.0
237422;1;34.0
237432;1;39.0
237439;1;21.0
237441;1;17.0
237443;1;28.0
237445;1;34.0
237448;1;34.0
237458;1;34.0
237461;1;47.0
237478;1;34.0
237482;1;25.0
237488;1;17.0
237496;1;34.0
237498;1;34.0
237504;1;68.0
237505;1;34.0
237507;1;34.0
237516;1;34.0
237520;1;34.0
237526;1;31.0
237527;1;34.0
237529;1;34.0
237535;1;34.0
237539;1;34.0
237544;1;38.0
237549;1;34.0
237552;1;29.0
237559;1;20.0
237571;1;34.0
237576;1;34.0
237578;1;34.0
237579;1;34.0
237581;1;34.0
237585;1;34.0
237586;1;26.0
237591;1;22.0
237594;1;40.0
237597;1;34.0
237599;1;61.0
237600;1;34.0
237601;1;34.0
237605;1;18.0
237618;1;51.0
237619;1;34.0
237620;1;34.0
237630;1;69.0
237632;1;15.0
237638;1;40.0
237639;1;34.0
237647;1;34.0
237652;1;1.0
237667;1;38.0
237676;1;29.0
237677;1;34.0
237680;1;34.0
237684;1;34.0
237685;1;34.0
237692;1;34.0
237697;1;24.0
237701;1;34.0
237703;1;34.0
237704;1;12.0
237710;1;34.0
237717;1;34.0
237719;1;55.0
237720;1;34.0
237735;1;50.0
237750;1;42.0
237753;1;34.0
237755;1;46.0
237757;1;34.0
237758;1;24.0
237761;1;34.0
237767;1;46.0
237778;1;34.0
237780;1;53.0
237785;1;34.0
237787;1;34.0
237788;1;22.0
237789;1;22.0
237799;1;34.0
237804;1;34.0
237808;1;34.0
237812;1;44.0
237814;1;34.0
237816;1;38.0
237834;1;31.0
237836;1;34.0
237838;1;13.0
237842;1;19.0
237848;1;34.0
237851;1;51.0
237854;1;34.0
237857;1;47.0
237862;1;34.0
237863;1;34.0
237868;1;56.0
237877;1;21.0
237882;1;34.0
237883;1;28.0
237888;1;34.0
237890;1;34.0
237901;1;19.0
237906;1;26.0
237910;1;21.0
237911;1;34.0
237926;1;27.0
237932;1;55.0
237949;1;34.0
237953;1;34.0
237955;1;34.0
237964;1;34.0
237965;1;23.0
237968;1;34.0
237972;1;24.0
237987;1;34.0
237993;1;52.0
238000;1;34.0
238004;1;25.0
238005;1;34.0
238014;1;34.0
238015;1;34.0
238018;1;34.0
238034;1;101.0
238041;1;34.0
238044;1;34.0
238048;1;24.0
238050;1;53.0
238052;1;34.0
238056;1;26.0
238067;1;31.0
238068;1;37.0
238070;1;42.0
238077;1;34.0
238080;1;70.0
238084;1;34.0
238086;1;36.0
238091;1;34.0
238095;1;34.0
238098;1;51.0
238106;1;29.0
238107;1;34.0
238108;1;34.0
238111;1;34.0
238114;1;50.0
238146;1;34.0
238147;1;34.0
238148;1;22.0
238170;1;34.0
238171;1;38.0
238184;1;34.0
238201;1;34.0
238204;1;34.0
238209;1;24.0
238212;1;33.0
238213;1;19.0
238229;1;34.0
238237;1;30.0
238238;1;34.0
238247;1;34.0
238248;1;26.0
238252;1;34.0
238256;1;34.0
238257;1;34.0
238263;1;34.0
238265;1;34.0
238278;1;32.0
238286;1;34.0
238290;1;28.0
238304;1;34.0
238307;1;39.0
238308;1;23.0
238312;1;24.0
238313;1;30.0
238315;1;18.0
238316;1;28.0
238346;1;33.0
238348;1;48.0
238352;1;34.0
238359;1;34.0
238364;1;34.0
238368;1;34.0
238371;1;33.0
238375;1;34.0
238379;1;34.0
238380;1;34.0
238385;1;34.0
238396;1;34.0
238397;1;34.0
238412;1;34.0
238417;1;34.0
238426;1;67.0
238432;1;33.0
238471;1;34.0
238473;1;24.0
238476;1;34.0
238482;1;34.0
238491;1;53.0
238492;1;34.0
238493;1;18.0
238494;1;34.0
238502;1;34.0
238503;1;50.0
238508;1;46.0
238531;1;31.0
238543;1;34.0
238548;1;34.0
238554;1;34.0
238555;1;34.0
238567;1;28.0
238569;1;34.0
238570;1;34.0
238573;1;27.0
238588;1;36.0
238611;1;34.0
238612;1;54.0
238621;1;34.0
238623;1;34.0
238629;1;34.0
238631;1;25.0
238632;1;34.0
238640;1;25.0
238642;1;34.0
238645;1;34.0
238646;1;43.0
238647;1;34.0
238656;1;42.0
238657;1;34.0
238670;1;57.0
238671;1;44.0
238672;1;42.0
238678;1;34.0
238685;1;34.0
238686;1;14.0
238689;1;34.0
238690;1;34.0
238691;1;34.0
238697;1;46.0
238698;1;34.0
238704;1;34.0
238708;1;22.0
238713;1;28.0
238722;1;36.0
238724;1;14.0
238730;1;34.0
238734;1;27.0
238737;1;34.0
238738;1;34.0
238743;1;34.0
238744;1;29.0
238745;1;34.0
238752;1;34.0
238767;1;28.0
238772;1;27.0
238778;1;26.0
238782;1;28.0
238784;1;34.0
238785;1;18.0
238790;1;34.0
238800;1;24.0
238802;1;34.0
238810;1;34.0
238813;1;20.0
238817;1;44.0
238819;1;34.0
238827;1;34.0
238831;1;47.0
238832;1;28.0
238841;1;17.0
238842;1;34.0
238847;1;56.0
238848;1;39.0
238852;1;34.0
238853;1;71.0
238857;1;55.0
238858;1;15.0
238862;1;23.0
238869;1;40.0
238874;1;13.0
238879;1;34.0
238886;1;34.0
238894;1;19.0
238901;1;34.0
238903;1;68.0
238904;1;34.0
238905;1;19.0
238906;1;36.0
238907;1;26.0
238909;1;18.0
238922;1;22.0
238930;1;17.0
238936;1;34.0
238940;1;46.0
238948;1;70.0
238952;1;75.0
238954;1;28.0
238956;1;18.0
238968;1;34.0
238975;1;17.0
238980;1;29.0
238982;1;32.0
238987;1;34.0
238998;1;34.0
238999;1;34.0
239008;1;15.0
239015;1;22.0
239018;1;32.0
239023;1;40.0
239028;1;34.0
239050;1;34.0
239060;1;33.0
239061;1;44.0
239062;1;46.0
239065;1;40.0
239069;1;24.0
239071;1;34.0
239073;1;34.0
239075;1;49.0
239078;1;28.0
239082;1;34.0
239086;1;32.0
239094;1;34.0
239095;1;27.0
239097;1;34.0
239099;1;50.0
239105;1;38.0
239108;1;47.0
239112;1;34.0
239113;1;18.0
239117;1;34.0
239121;1;42.0
239125;1;51.0
239130;1;55.0
239131;1;34.0
239132;1;34.0
239134;1;43.0
239136;1;34.0
239138;1;20.0
239143;1;34.0
239144;1;29.0
239145;1;66.0
239158;1;6.0
239167;1;34.0
239168;1;20.0
239170;1;27.0
239176;1;34.0
239179;1;23.0
239180;1;25.0
239181;1;15.0
239183;1;14.0
239196;1;34.0
239200;1;34.0
239202;1;34.0
239203;1;34.0
239211;1;34.0
239213;1;34.0
239217;1;12.0
239218;1;27.0
239222;1;33.0
239231;1;45.0
239244;1;34.0
239251;1;50.0
239258;1;35.0
239260;1;43.0
239265;1;34.0
239269;1;19.0
239278;1;23.0
239283;1;34.0
239284;1;17.0
239287;1;24.0
239296;1;34.0
239300;1;34.0
239307;1;34.0
239315;1;34.0
239318;1;34.0
239323;1;33.0
239324;1;42.0
239327;1;28.0
239330;1;34.0
239339;1;18.0
239344;1;59.0
239345;1;34.0
239353;1;36.0
239357;1;34.0
239358;1;32.0
239362;1;17.0
239363;1;34.0
239366;1;30.0
239368;1;39.0
239377;1;23.0
239379;1;34.0
239380;1;55.0
239383;1;33.0
239389;1;34.0
239391;1;34.0
239392;1;34.0
239395;1;34.0
239404;1;34.0
239421;1;34.0
239426;1;15.0
239433;1;34.0
239434;1;17.0
239443;1;34.0
239444;1;34.0
239451;1;34.0
239459;1;34.0
239461;1;28.0
239462;1;36.0
239465;1;34.0
239470;1;34.0
239473;1;29.0
239476;1;41.0
239485;1;34.0
239491;1;36.0
239495;1;34.0
239500;1;22.0
239502;1;19.0
239510;1;38.0
239511;1;34.0
239515;1;27.0
239516;1;34.0
239521;1;25.0
239522;1;33.0
239525;1;21.0
239528;1;32.0
239529;1;38.0
239532;1;33.0
239545;1;18.0
239556;1;34.0
239558;1;27.0
239561;1;63.0
239568;1;30.0
239573;1;38.0
239602;1;34.0
239613;1;36.0
239625;1;35.0
239628;1;34.0
239635;1;34.0
239637;1;34.0
239647;1;34.0
239653;1;35.0
239665;1;25.0
239672;1;34.0
239674;1;34.0
239679;1;28.0
239690;1;22.0
239697;1;34.0
239698;1;34.0
239701;1;34.0
239703;1;38.0
239704;1;29.0
239715;1;34.0
239727;1;34.0
239730;1;34.0
239734;1;25.0
239743;1;34.0
239749;1;33.0
239752;1;28.0
239756;1;34.0
239760;1;24.0
239769;1;47.0
239776;1;34.0
239781;1;34.0
239782;1;40.0
239787;1;34.0
239805;1;34.0
239807;1;14.0
239813;1;18.0
239814;1;34.0
239817;1;34.0
239821;1;34.0
239829;1;60.0
239830;1;48.0
239843;1;49.0
239844;1;34.0
239845;1;50.0
239848;1;47.0
239849;1;18.0
239859;1;52.0
239860;1;34.0
239870;1;62.0
239876;1;34.0
239877;1;34.0
239878;1;28.0
239883;1;18.0
239891;1;34.0
239897;1;34.0
239906;1;34.0
239908;1;34.0
239927;1;52.0
239929;1;34.0
239934;1;34.0
239945;1;46.0
239947;1;14.0
239951;1;32.0
239955;1;34.0
239958;1;34.0
239959;1;53.0
239964;1;19.0
239968;1;27.0
239971;1;34.0
239973;1;33.0
239977;1;34.0
239982;1;34.0
239984;1;34.0
239991;1;34.0
239996;1;24.0
239998;1;54.0
240001;1;34.0
240003;1;34.0
240004;1;40.0
240017;1;34.0
240018;1;16.0
240022;1;34.0
240030;1;32.0
240031;1;34.0
240032;1;48.0
240034;1;26.0
240043;1;30.0
240044;1;34.0
240046;1;17.0
240052;1;30.0
240061;1;47.0
240062;1;16.0
240063;1;34.0
240065;1;22.0
240067;1;32.0
240080;1;27.0
240084;1;34.0
240092;1;34.0
240099;1;34.0
240105;1;49.0
240121;1;34.0
240124;1;44.0
240126;1;39.0
240136;1;34.0
240137;1;25.0
240139;1;13.0
240147;1;23.0
240148;1;34.0
240154;1;26.0
240156;1;34.0
240159;1;34.0
240161;1;34.0
240164;1;34.0
240180;1;49.0
240181;1;16.0
240182;1;34.0
240185;1;34.0
240190;1;34.0
240196;1;44.0
240203;1;34.0
240213;1;24.0
240216;1;34.0
240220;1;34.0
240221;1;34.0
240223;1;34.0
240226;1;34.0
240229;1;34.0
240238;1;34.0
240239;1;24.0
240241;1;26.0
240242;1;34.0
240243;1;22.0
240246;1;34.0
240248;1;34.0
240252;1;63.0
240260;1;34.0
240262;1;25.0
240264;1;28.0
240269;1;61.0
240273;1;34.0
240276;1;34.0
240282;1;34.0
240289;1;34.0
240292;1;38.0
240296;1;42.0
240299;1;22.0
240310;1;34.0
240313;1;34.0
240315;1;34.0
240317;1;30.0
240322;1;34.0
240327;1;33.0
240332;1;64.0
240335;1;19.0
240349;1;34.0
240356;1;34.0
240361;1;34.0
240363;1;34.0
240364;1;25.0
240368;1;34.0
240373;1;34.0
240376;1;34.0
240377;1;34.0
240379;1;34.0
240381;1;34.0
240391;1;58.0
240400;1;55.0
240402;1;34.0
240407;1;34.0
240412;1;34.0
240413;1;18.0
240424;1;49.0
240425;1;52.0
240428;1;50.0
240430;1;34.0
240434;1;34.0
240438;1;16.0
240444;1;13.0
240447;1;34.0
240448;1;48.0
240454;1;28.0
240460;1;31.0
240461;1;34.0
240463;1;20.0
240464;1;19.0
240471;1;34.0
240479;1;34.0
240480;1;58.0
240482;1;34.0
240486;1;34.0
240488;1;34.0
240494;1;19.0
240500;1;1.0
240501;1;34.0
240508;1;33.0
240510;1;20.0
240511;1;34.0
240513;1;34.0
240514;1;34.0
240516;1;34.0
240521;1;28.0
240525;1;34.0
240526;1;34.0
240529;1;34.0
240530;1;34.0
240544;1;17.0
240552;1;34.0
240554;1;19.0
240566;1;34.0
240569;1;34.0
240570;1;43.0
240571;1;34.0
240572;1;34.0
240580;1;17.0
240587;1;34.0
240599;1;52.0
240600;1;34.0
240602;1;34.0
240604;1;34.0
240605;1;34.0
240616;1;34.0
240618;1;34.0
240625;1;34.0
240626;1;39.0
240627;1;32.0
240629;1;34.0
240630;1;34.0
240635;1;34.0
240651;1;24.0
240654;1;34.0
240664;1;34.0
240666;1;35.0
240669;1;38.0
240676;1;34.0
240679;1;41.0
240682;1;34.0
240685;1;34.0
240699;1;46.0
240701;1;26.0
240711;1;38.0
240712;1;47.0
240725;1;34.0
240734;1;34.0
240736;1;47.0
240754;1;16.0
240755;1;22.0
240759;1;34.0
240766;1;16.0
240776;1;34.0
240777;1;18.0
240782;1;34.0
240786;1;13.0
240787;1;18.0
240790;1;34.0
240794;1;21.0
240796;1;45.0
240797;1;34.0
240799;1;50.0
240802;1;31.0
240803;1;34.0
240804;1;34.0
240805;1;29.0
240808;1;15.0
240809;1;28.0
240810;1;26.0
240823;1;25.0
240827;1;16.0
240833;1;42.0
240843;1;37.0
240854;1;32.0
240855;1;34.0
240877;1;40.0
240879;1;34.0
240882;1;35.0
240884;1;62.0
240890;1;34.0
240894;1;25.0
240903;1;34.0
240907;1;34.0
240909;1;43.0
240912;1;34.0
240914;1;34.0
240920;1;34.0
240924;1;34.0
240926;1;34.0
240927;1;29.0
240933;1;14.0
240937;1;66.0
240938;1;34.0
240948;1;34.0
240957;1;34.0
240958;1;51.0
240963;1;22.0
240968;1;23.0
240970;1;34.0
240971;1;34.0
240976;1;33.0
240977;1;34.0
240983;1;20.0
240987;1;24.0
240989;1;67.0
240993;1;35.0
241002;1;34.0
241009;1;34.0
241016;1;34.0
241027;1;36.0
241045;1;25.0
241054;1;34.0
241058;1;19.0
241061;1;34.0
241062;1;34.0
241068;1;34.0
241070;1;34.0
241073;1;40.0
241079;1;40.0
241081;1;34.0
241083;1;34.0
241085;1;48.0
241089;1;16.0
241092;1;32.0
241093;1;14.0
241097;1;30.0
241101;1;34.0
241109;1;34.0
241122;1;34.0
241131;1;94.0
241136;1;35.0
241143;1;34.0
241144;1;34.0
241145;1;34.0
241159;1;35.0
241164;1;34.0
241166;1;34.0
241172;1;20.0
241180;1;44.0
241181;1;35.0
241190;1;56.0
241193;1;34.0
241195;1;34.0
241199;1;46.0
241205;1;34.0
241207;1;31.0
241211;1;47.0
241230;1;34.0
241231;1;34.0
241240;1;42.0
241245;1;34.0
241254;1;23.0
241257;1;34.0
241264;1;34.0
241271;1;34.0
241273;1;22.0
241286;1;34.0
241287;1;37.0
241289;1;33.0
241295;1;34.0
241296;1;24.0
241299;1;34.0
241308;1;34.0
241311;1;35.0
241315;1;18.0
241316;1;43.0
241317;1;34.0
241318;1;34.0
241320;1;25.0
241327;1;34.0
241339;1;21.0
241341;1;37.0
241342;1;34.0
241346;1;32.0
241348;1;34.0
241350;1;34.0
241351;1;28.0
241361;1;34.0
241362;1;25.0
241377;1;34.0
241385;1;34.0
241395;1;50.0
241398;1;30.0
241407;1;55.0
241408;1;34.0
241412;1;18.0
241415;1;58.0
241418;1;23.0
241428;1;54.0
241439;1;44.0
241440;1;34.0
241445;1;34.0
241465;1;48.0
241472;1;34.0
241481;1;34.0
241482;1;34.0
241484;1;34.0
241485;1;57.0
241486;1;34.0
241489;1;34.0
241492;1;34.0
241493;1;34.0
241500;1;34.0
241502;1;34.0
241520;1;34.0
241522;1;43.0
241524;1;16.0
241530;1;49.0
241532;1;34.0
241534;1;19.0
241535;1;40.0
241545;1;34.0
241549;1;34.0
241552;1;34.0
241555;1;34.0
241560;1;38.0
241563;1;34.0
241567;1;34.0
241579;1;34.0
241580;1;32.0
241582;1;34.0
241583;1;34.0
241587;1;11.0
241588;1;34.0
241593;1;52.0
241598;1;34.0
241603;1;39.0
241605;1;39.0
241607;1;25.0
241608;1;34.0
241609;1;34.0
241617;1;46.0
241618;1;44.0
241623;1;34.0
241626;1;34.0
241627;1;34.0
241633;1;34.0
241634;1;35.0
241642;1;34.0
241643;1;53.0
241647;1;27.0
241649;1;41.0
241651;1;42.0
241653;1;34.0
241654;1;34.0
241656;1;49.0
241657;1;34.0
241660;1;42.0
241662;1;34.0
241665;1;44.0
241667;1;34.0
241671;1;63.0
241677;1;34.0
241678;1;34.0
241682;1;34.0
241702;1;34.0
241717;1;53.0
241720;1;57.0
241725;1;34.0
241726;1;34.0
241729;1;34.0
241732;1;34.0
241734;1;23.0
241736;1;29.0
241738;1;16.0
241739;1;34.0
241741;1;51.0
241747;1;26.0
241754;1;16.0
241761;1;34.0
241764;1;34.0
241771;1;34.0
241775;1;24.0
241787;1;34.0
241788;1;42.0
241794;1;34.0
241797;1;34.0
241800;1;29.0
241804;1;24.0
241813;1;34.0
241814;1;22.0
241816;1;34.0
241820;1;34.0
241822;1;17.0
241824;1;34.0
241826;1;34.0
241836;1;25.0
241837;1;34.0
241839;1;34.0
241840;1;34.0
241869;1;34.0
241875;1;44.0
241882;1;29.0
241884;1;47.0
241889;1;25.0
241897;1;25.0
241900;1;34.0
241902;1;34.0
241920;1;34.0
241922;1;34.0
241934;1;29.0
241940;1;34.0
241945;1;25.0
241953;1;30.0
241960;1;18.0
241963;1;34.0
241965;1;34.0
241967;1;34.0
241970;1;18.0
241981;1;34.0
241983;1;34.0
241988;1;34.0
241998;1;40.0
242002;1;47.0
242005;1;34.0
242022;1;27.0
242027;1;53.0
242031;1;42.0
242036;1;34.0
242038;1;34.0
242040;1;34.0
242041;1;32.0
242042;1;34.0
242049;1;25.0
242050;1;27.0
242051;1;49.0
242052;1;34.0
242069;1;50.0
242072;1;34.0
242076;1;34.0
242080;1;36.0
242099;1;17.0
242104;1;19.0
242110;1;34.0
242120;1;34.0
242126;1;37.0
242127;1;26.0
242129;1;16.0
242135;1;27.0
242136;1;34.0
242144;1;34.0
242148;1;28.0
242155;1;34.0
242156;1;34.0
242163;1;34.0
242167;1;26.0
242177;1;55.0
242187;1;53.0
242195;1;22.0
242199;1;34.0
242218;1;51.0
242222;1;32.0
242223;1;34.0
242226;1;49.0
242227;1;34.0
242232;1;34.0
242234;1;34.0
242236;1;34.0
242238;1;34.0
242240;1;38.0
242244;1;37.0
242251;1;34.0
242257;1;34.0
242261;1;13.0
242267;1;22.0
242272;1;34.0
242281;1;34.0
242283;1;34.0
242287;1;34.0
242288;1;34.0
242294;1;59.0
242295;1;69.0
242296;1;31.0
242304;1;33.0
242306;1;34.0
242316;1;34.0
242321;1;34.0
242330;1;104.0
242337;1;34.0
242338;1;48.0
242351;1;25.0
242355;1;34.0
242357;1;28.0
242363;1;27.0
242383;1;34.0
242388;1;54.0
242390;1;34.0
242393;1;60.0
242394;1;34.0
242396;1;50.0
242398;1;54.0
242399;1;34.0
242410;1;23.0
242413;1;34.0
242417;1;34.0
242420;1;34.0
242422;1;55.0
242425;1;34.0
242428;1;34.0
242436;1;34.0
242437;1;36.0
242440;1;34.0
242447;1;62.0
242448;1;34.0
242452;1;34.0
242453;1;41.0
242456;1;34.0
242457;1;33.0
242459;1;34.0
242468;1;34.0
242470;1;34.0
242478;1;34.0
242481;1;34.0
242482;1;47.0
242484;1;49.0
242493;1;28.0
242495;1;34.0
242497;1;40.0
242498;1;34.0
242506;1;34.0
242512;1;22.0
242514;1;23.0
242518;1;38.0
242523;1;34.0
242525;1;34.0
242526;1;34.0
242534;1;34.0
242536;1;34.0
242542;1;62.0
242545;1;34.0
242548;1;54.0
242551;1;34.0
242559;1;34.0
242563;1;16.0
242569;1;23.0
242573;1;34.0
242574;1;34.0
242582;1;69.0
242583;1;55.0
242584;1;34.0
242586;1;34.0
242589;1;32.0
242600;1;34.0
242607;1;50.0
242617;1;34.0
242626;1;34.0
242627;1;30.0
242633;1;14.0
242643;1;34.0
242645;1;47.0
242649;1;52.0
242654;1;30.0
242656;1;67.0
242658;1;34.0
242660;1;43.0
242661;1;24.0
242662;1;34.0
242663;1;41.0
242665;1;32.0
242668;1;33.0
242669;1;34.0
242677;1;17.0
242679;1;36.0
242692;1;34.0
242696;1;51.0
242701;1;34.0
242718;1;34.0
242723;1;43.0
242725;1;34.0
242734;1;34.0
242739;1;34.0
242743;1;34.0
242746;1;34.0
242748;1;34.0
242750;1;34.0
242758;1;23.0
242766;1;34.0
242770;1;34.0
242779;1;14.0
242782;1;34.0
242795;1;39.0
242796;1;28.0
242800;1;53.0
242804;1;34.0
242806;1;56.0
242809;1;40.0
242813;1;29.0
242818;1;28.0
242819;1;37.0
242820;1;18.0
242821;1;21.0
242823;1;55.0
242833;1;34.0
242839;1;34.0
242844;1;29.0
242855;1;34.0
242857;1;34.0
242859;1;18.0
242861;1;34.0
242864;1;15.0
242865;1;34.0
242871;1;40.0
242873;1;34.0
242877;1;34.0
242885;1;28.0
242887;1;34.0
242895;1;34.0
242901;1;66.0
242903;1;67.0
242909;1;23.0
242912;1;22.0
242926;1;8.0
242936;1;34.0
242944;1;49.0
242946;1;26.0
242949;1;34.0
242963;1;30.0
242965;1;34.0
242966;1;46.0
242970;1;34.0
242971;1;59.0
242972;1;61.0
242973;1;34.0
242976;1;23.0
242977;1;27.0
242979;1;34.0
242982;1;16.0
242983;1;34.0
242992;1;34.0
243000;1;34.0
243005;1;42.0
243007;1;34.0
243016;1;34.0
243017;1;25.0
243021;1;34.0
243028;1;34.0
243035;1;34.0
243036;1;34.0
243039;1;27.0
243041;1;34.0
243048;1;22.0
243062;1;33.0
243068;1;27.0
243071;1;34.0
243076;1;31.0
243084;1;34.0
243087;1;34.0
243091;1;24.0
243092;1;48.0
243094;1;17.0
243104;1;30.0
243108;1;26.0
243109;1;34.0
243111;1;60.0
243117;1;34.0
243125;1;23.0
243126;1;25.0
243131;1;34.0
243133;1;34.0
243139;1;27.0
243147;1;17.0
243148;1;34.0
243153;1;31.0
243156;1;28.0
243157;1;34.0
243158;1;44.0
243166;1;34.0
243176;1;13.0
243177;1;34.0
243179;1;44.0
243181;1;17.0
243182;1;35.0
243189;1;34.0
243194;1;37.0
243201;1;34.0
243214;1;63.0
243216;1;24.0
243219;1;34.0
243221;1;28.0
243222;1;34.0
243223;1;27.0
243229;1;34.0
243231;1;34.0
243239;1;34.0
243241;1;62.0
243243;1;34.0
243250;1;34.0
243256;1;32.0
243257;1;28.0
243260;1;34.0
243267;1;45.0
243280;1;34.0
243281;1;22.0
243289;1;34.0
243292;1;34.0
243295;1;34.0
243303;1;34.0
243313;1;34.0
243314;1;15.0
243315;1;34.0
243318;1;25.0
243331;1;36.0
243335;1;17.0
243336;1;34.0
243341;1;44.0
243352;1;63.0
243359;1;33.0
243361;1;61.0
243364;1;40.0
243369;1;14.0
243376;1;34.0
243377;1;34.0
243381;1;17.0
243385;1;34.0
243386;1;34.0
243390;1;20.0
243392;1;22.0
243395;1;34.0
243398;1;34.0
243410;1;34.0
243414;1;38.0
243419;1;34.0
243427;1;34.0
243433;1;44.0
243458;1;34.0
243463;1;34.0
243465;1;34.0
243479;1;44.0
243489;1;34.0
243497;1;47.0
243501;1;34.0
243507;1;54.0
243510;1;23.0
243514;1;34.0
243521;1;45.0
243522;1;37.0
243524;1;55.0
243526;1;59.0
243527;1;34.0
243529;1;34.0
243538;1;34.0
243549;1;34.0
243551;1;34.0
243553;1;74.0
243554;1;34.0
243565;1;34.0
243574;1;61.0
243575;1;48.0
243583;1;34.0
243592;1;34.0
243605;1;34.0
243606;1;34.0
243611;1;31.0
243612;1;16.0
243613;1;34.0
243618;1;27.0
243619;1;23.0
243623;1;34.0
243634;1;16.0
243640;1;33.0
243642;1;34.0
243645;1;34.0
243649;1;45.0
243652;1;30.0
243660;1;34.0
243667;1;31.0
243669;1;34.0
243672;1;34.0
243674;1;67.0
243679;1;53.0
243680;1;45.0
243682;1;34.0
243686;1;34.0
243689;1;34.0
243699;1;43.0
243708;1;35.0
243709;1;35.0
243712;1;34.0
243713;1;34.0
243719;1;34.0
243721;1;27.0
243723;1;34.0
243728;1;34.0
243751;1;34.0
243755;1;34.0
243757;1;61.0
243761;1;53.0
243762;1;34.0
243764;1;40.0
243769;1;34.0
243772;1;37.0
243783;1;62.0
243787;1;34.0
243789;1;17.0
243794;1;34.0
243804;1;34.0
243808;1;51.0
243813;1;34.0
243816;1;34.0
243820;1;34.0
243824;1;49.0
243825;1;34.0
243832;1;34.0
243840;1;34.0
243841;1;34.0
243844;1;22.0
243854;1;28.0
243867;1;34.0
243869;1;34.0
243870;1;34.0
243875;1;34.0
243878;1;15.0
243882;1;44.0
243883;1;35.0
243884;1;44.0
243887;1;54.0
243894;1;35.0
243897;1;34.0
243902;1;34.0
243905;1;18.0
243910;1;24.0
243913;1;36.0
243914;1;36.0
243924;1;34.0
243934;1;34.0
243943;1;34.0
243944;1;34.0
243945;1;34.0
243952;1;34.0
243963;1;57.0
243968;1;26.0
243974;1;40.0
243976;1;23.0
243977;1;34.0
243978;1;56.0
243982;1;34.0
243988;1;34.0
243990;1;34.0
243993;1;53.0
243994;1;34.0
243998;1;52.0
243999;1;57.0
244001;1;34.0
244006;1;34.0
244014;1;34.0
244021;1;34.0
244026;1;24.0
244030;1;42.0
244035;1;34.0
244042;1;34.0
244044;1;64.0
244046;1;34.0
244048;1;34.0
